1,10,20,50,0.4,0,0,0.0
2,10,20,50,0.4,0,0.1,0.25
3,10,20,50,0.4,0,0.2,0.0625
4,10,20,50,0.4,0,0.5,0.3125
5,10,20,50,0.4,0.05,0,0.21875
6,10,20,50,0.4,0.05,0.1,0.28125
7,10,20,50,0.4,0.05,0.2,0.3125
8,10,20,50,0.4,0.05,0.5,0.40625
9,10,20,50,0.4,0.1,0,0.375
10,10,20,50,0.4,0.1,0.1,0.15625
11,10,20,50,0.4,0.1,0.2,0.3125
12,10,20,50,0.4,0.1,0.5,0.0
13,10,20,50,0.4,0.2,0,0.0
14,10,20,50,0.4,0.2,0.1,0.15625
15,10,20,50,0.4,0.2,0.2,0.28125
16,10,20,50,0.4,0.2,0.5,0.15625
17,10,20,50,0.4,0.5,0,0.125
18,10,20,50,0.4,0.5,0.1,0.3125
19,10,20,50,0.4,0.5,0.2,0.25
20,10,20,50,0.4,0.5,0.5,0.21875
21,10,20,50,0.6,0,0,0.5625
22,10,20,50,0.6,0,0.1,0.15625
23,10,20,50,0.6,0,0.2,0.1875
24,10,20,50,0.6,0,0.5,0.5
25,10,20,50,0.6,0.05,0,0.3125
26,10,20,50,0.6,0.05,0.1,0.375
27,10,20,50,0.6,0.05,0.2,0.3125
28,10,20,50,0.6,0.05,0.5,0.46875
29,10,20,50,0.6,0.1,0,0.21875
30,10,20,50,0.6,0.1,0.1,0.21875
31,10,20,50,0.6,0.1,0.2,0.28125
32,10,20,50,0.6,0.1,0.5,0.09375
33,10,20,50,0.6,0.2,0,0.375
34,10,20,50,0.6,0.2,0.1,-0.125
35,10,20,50,0.6,0.2,0.2,0.40625
36,10,20,50,0.6,0.2,0.5,0.40625
37,10,20,50,0.6,0.5,0,0.0625
38,10,20,50,0.6,0.5,0.1,0.59375
39,10,20,50,0.6,0.5,0.2,0.375
40,10,20,50,0.6,0.5,0.5,0.53125
41,10,20,50,0.8,0,0,0.375
42,10,20,50,0.8,0,0.1,0.125
43,10,20,50,0.8,0,0.2,0.21875
44,10,20,50,0.8,0,0.5,0.25
45,10,20,50,0.8,0.05,0,0.0625
46,10,20,50,0.8,0.05,0.1,0.625
47,10,20,50,0.8,0.05,0.2,0.125
48,10,20,50,0.8,0.05,0.5,0.09375
49,10,20,50,0.8,0.1,0,0.28125
50,10,20,50,0.8,0.1,0.1,0.5625
51,10,20,50,0.8,0.1,0.2,0.34375
52,10,20,50,0.8,0.1,0.5,0.375
53,10,20,50,0.8,0.2,0,0.375
54,10,20,50,0.8,0.2,0.1,0.25
55,10,20,50,0.8,0.2,0.2,0.46875
56,10,20,50,0.8,0.2,0.5,0.375
57,10,20,50,0.8,0.5,0,0.0
58,10,20,50,0.8,0.5,0.1,0.53125
59,10,20,50,0.8,0.5,0.2,0.375
60,10,20,50,0.8,0.5,0.5,0.4375
61,10,20,50,0.9,0,0,0.125
62,10,20,50,0.9,0,0.1,0.375
63,10,20,50,0.9,0,0.2,0.09375
64,10,20,50,0.9,0,0.5,0.25
65,10,20,50,0.9,0.05,0,0.59375
66,10,20,50,0.9,0.05,0.1,0.40625
67,10,20,50,0.9,0.05,0.2,0.0625
68,10,20,50,0.9,0.05,0.5,0.3125
69,10,20,50,0.9,0.1,0,0.375
70,10,20,50,0.9,0.1,0.1,0.15625
71,10,20,50,0.9,0.1,0.2,0.15625
72,10,20,50,0.9,0.1,0.5,0.0625
73,10,20,50,0.9,0.2,0,0.59375
74,10,20,50,0.9,0.2,0.1,0.375
75,10,20,50,0.9,0.2,0.2,0.375
76,10,20,50,0.9,0.2,0.5,-0.09375
77,10,20,50,0.9,0.5,0,0.21875
78,10,20,50,0.9,0.5,0.1,0.34375
79,10,20,50,0.9,0.5,0.2,0.3125
80,10,20,50,0.9,0.5,0.5,0.03125
81,10,20,100,0.4,0,0,0.375
82,10,20,100,0.4,0,0.1,0.15625
83,10,20,100,0.4,0,0.2,0.03125
84,10,20,100,0.4,0,0.5,0.28125
85,10,20,100,0.4,0.05,0,0.21875
86,10,20,100,0.4,0.05,0.1,0.53125
87,10,20,100,0.4,0.05,0.2,0.1875
88,10,20,100,0.4,0.05,0.5,0.375
89,10,20,100,0.4,0.1,0,0.40625
90,10,20,100,0.4,0.1,0.1,0.40625
91,10,20,100,0.4,0.1,0.2,0.3125
92,10,20,100,0.4,0.1,0.5,0.53125
93,10,20,100,0.4,0.2,0,0.53125
94,10,20,100,0.4,0.2,0.1,0.15625
95,10,20,100,0.4,0.2,0.2,0.375
96,10,20,100,0.4,0.2,0.5,0.4375
97,10,20,100,0.4,0.5,0,0.34375
98,10,20,100,0.4,0.5,0.1,0.25
99,10,20,100,0.4,0.5,0.2,0.46875
100,10,20,100,0.4,0.5,0.5,0.28125
101,10,20,100,0.6,0,0,0.03125
102,10,20,100,0.6,0,0.1,0.25
103,10,20,100,0.6,0,0.2,0.40625
104,10,20,100,0.6,0,0.5,0.28125
105,10,20,100,0.6,0.05,0,0.40625
106,10,20,100,0.6,0.05,0.1,0.46875
107,10,20,100,0.6,0.05,0.2,0.4375
108,10,20,100,0.6,0.05,0.5,0.40625
109,10,20,100,0.6,0.1,0,0.34375
110,10,20,100,0.6,0.1,0.1,0.21875
111,10,20,100,0.6,0.1,0.2,0.21875
112,10,20,100,0.6,0.1,0.5,0.3125
113,10,20,100,0.6,0.2,0,0.1875
114,10,20,100,0.6,0.2,0.1,0.5
115,10,20,100,0.6,0.2,0.2,0.375
116,10,20,100,0.6,0.2,0.5,0.53125
117,10,20,100,0.6,0.5,0,0.09375
118,10,20,100,0.6,0.5,0.1,0.09375
119,10,20,100,0.6,0.5,0.2,-0.09375
120,10,20,100,0.6,0.5,0.5,0.5625
121,10,20,100,0.8,0,0,0.21875
122,10,20,100,0.8,0,0.1,-0.03125
123,10,20,100,0.8,0,0.2,0.1875
124,10,20,100,0.8,0,0.5,0.5
125,10,20,100,0.8,0.05,0,0.21875
126,10,20,100,0.8,0.05,0.1,0.40625
127,10,20,100,0.8,0.05,0.2,0.28125
128,10,20,100,0.8,0.05,0.5,0.375
129,10,20,100,0.8,0.1,0,0.21875
130,10,20,100,0.8,0.1,0.1,0.09375
131,10,20,100,0.8,0.1,0.2,0.28125
132,10,20,100,0.8,0.1,0.5,0.375
133,10,20,100,0.8,0.2,0,0.375
134,10,20,100,0.8,0.2,0.1,0.46875
135,10,20,100,0.8,0.2,0.2,0.3125
136,10,20,100,0.8,0.2,0.5,0.5
137,10,20,100,0.8,0.5,0,0.3125
138,10,20,100,0.8,0.5,0.1,0.5
139,10,20,100,0.8,0.5,0.2,0.125
140,10,20,100,0.8,0.5,0.5,0.21875
141,10,20,100,0.9,0,0,0.25
142,10,20,100,0.9,0,0.1,0.25
143,10,20,100,0.9,0,0.2,0.34375
144,10,20,100,0.9,0,0.5,0.375
145,10,20,100,0.9,0.05,0,0.4375
146,10,20,100,0.9,0.05,0.1,0.65625
147,10,20,100,0.9,0.05,0.2,0.375
148,10,20,100,0.9,0.05,0.5,0.25
149,10,20,100,0.9,0.1,0,0.0
150,10,20,100,0.9,0.1,0.1,0.46875
151,10,20,100,0.9,0.1,0.2,0.28125
152,10,20,100,0.9,0.1,0.5,0.15625
153,10,20,100,0.9,0.2,0,0.1875
154,10,20,100,0.9,0.2,0.1,0.21875
155,10,20,100,0.9,0.2,0.2,0.5
156,10,20,100,0.9,0.2,0.5,0.21875
157,10,20,100,0.9,0.5,0,0.1875
158,10,20,100,0.9,0.5,0.1,0.125
159,10,20,100,0.9,0.5,0.2,0.4375
160,10,20,100,0.9,0.5,0.5,0.375
161,10,20,200,0.4,0,0,0.59375
162,10,20,200,0.4,0,0.1,0.4375
163,10,20,200,0.4,0,0.2,0.25
164,10,20,200,0.4,0,0.5,0.03125
165,10,20,200,0.4,0.05,0,0.5
166,10,20,200,0.4,0.05,0.1,0.3125
167,10,20,200,0.4,0.05,0.2,0.375
168,10,20,200,0.4,0.05,0.5,0.40625
169,10,20,200,0.4,0.1,0,0.46875
